,location,total_sqft,bath,price,bhk
8736,Shampura,700.0,1.0,35.0,2
8737,Shampura,1400.0,3.0,70.0,3
8738,Shampura,1475.0,3.0,78.0,3
8739,Shampura,1700.0,3.0,75.0,3
8740,Shivaji Nagar,850.0,2.0,55.0,2
8741,Shivaji Nagar,1554.0,3.0,130.0,2
8742,Shivaji Nagar,2200.0,2.0,110.0,2
8743,Shivaji Nagar,3820.0,1.0,306.0,1
8744,Shivaji Nagar,703.0,2.0,49.5,2
8746,Shivaji Nagar,600.0,1.0,65.0,2
8748,Singasandra,1030.0,2.0,55.0,2
8749,Singasandra,3850.0,6.0,195.0,4
8750,Singasandra,1100.0,2.0,52.0,2
8752,Singasandra,1300.0,2.0,65.0,2
8755,Singasandra,1010.0,2.0,40.0,2
8756,Singasandra,1375.0,2.0,58.0,2
8757,Singasandra,1120.0,2.0,60.0,2
8758,Singasandra,1510.0,3.0,75.0,3
8759,Singasandra,1179.0,2.0,56.0,2
8760,Singasandra,1416.0,2.0,67.0,2
8761,Singasandra,1476.0,2.0,73.0,3
8762,Singasandra,1139.7,2.0,45.0,2
8763,Singasandra,1465.0,2.0,60.0,2
8765,Singasandra,1653.0,3.0,85.0,3
8766,Somasundara Palya,1255.0,2.0,67.0,2
8767,Somasundara Palya,1448.0,2.0,68.0,2
8769,Somasundara Palya,1178.0,2.0,73.0,2
8770,Somasundara Palya,1260.0,2.0,60.0,2
8771,Somasundara Palya,1033.0,2.0,48.0,2
8772,Somasundara Palya,1329.0,2.0,70.0,2
8773,Somasundara Palya,2372.0,3.0,140.0,3
8774,Somasundara Palya,1185.0,2.0,70.0,2
8777,Somasundara Palya,1200.0,2.0,75.0,2
8779,Somasundara Palya,2400.0,3.0,140.0,4
8781,Somasundara Palya,1650.0,3.0,95.0,3
8782,Somasundara Palya,1186.0,2.0,72.0,2
8784,Sompura,825.0,2.0,33.0,2
8785,Sompura,1025.0,2.0,37.0,3
8786,Sompura,1020.0,2.0,41.0,2
8787,Sompura,1126.0,2.0,39.0,2
8788,Sompura,825.0,2.0,32.0,2
8789,Sompura,1360.0,2.0,45.0,3
8790,Sompura,1350.0,2.0,47.0,3
8791,Sompura,2150.0,3.0,85.0,4
8793,Sonnenahalli,896.0,2.0,43.75,2
8794,Sonnenahalli,1120.0,2.0,43.0,2
8795,Sonnenahalli,1100.0,2.0,44.0,2
8796,Sonnenahalli,1011.0,2.0,50.53,2
8797,Sonnenahalli,614.5,1.0,30.715,1
8798,Sonnenahalli,1484.0,3.0,74.18,3
8799,Sonnenahalli,1610.0,3.0,80.48,3
8800,Sonnenahalli,1415.0,2.0,65.0,3
8801,Sonnenahalli,1268.0,2.0,58.0,2
8802,Sonnenahalli,1268.0,2.0,56.0,2
8803,Sonnenahalli,605.0,1.0,30.24,1
8804,Sonnenahalli,1484.0,3.0,75.0,3
8805,Subramanyapura,929.0,2.0,50.17,2
8806,Subramanyapura,1200.0,2.0,52.0,2
8807,Subramanyapura,975.0,2.0,58.0,2
8808,Subramanyapura,1277.0,2.0,55.0,2
8809,Subramanyapura,985.0,2.0,58.0,2
8810,Subramanyapura,1245.0,2.0,68.0,3
8811,Subramanyapura,1313.0,2.0,73.0,2
8812,Subramanyapura,1313.0,2.0,66.5,2
8813,Subramanyapura,1255.0,2.0,79.0,3
8814,Subramanyapura,1330.0,3.0,72.0,3
8815,Subramanyapura,929.0,2.0,48.0,2
8816,Subramanyapura,950.0,2.0,55.0,2
8817,Subramanyapura,929.0,2.0,56.0,2
8819,Subramanyapura,1260.0,2.0,76.0,3
8821,Subramanyapura,960.0,2.0,55.0,2
8822,Subramanyapura,1260.0,2.0,73.0,3
8824,Subramanyapura,1278.0,3.0,70.0,3
8825,Subramanyapura,929.0,2.0,49.0,2
8826,Subramanyapura,1260.0,2.0,75.0,3
8827,Subramanyapura,1000.0,2.0,45.0,2
8829,Subramanyapura,929.0,1.0,51.0,2
8830,Subramanyapura,1880.0,3.0,110.0,3
8832,Subramanyapura,985.0,2.0,62.5,2
8833,Sultan Palaya,1700.0,3.0,120.0,3
8834,Sultan Palaya,1100.0,2.0,45.0,2
8835,Sultan Palaya,900.0,2.0,45.0,2
8836,Sultan Palaya,870.0,2.0,65.0,2
8838,Sultan Palaya,1713.0,3.0,125.0,3
8839,Sultan Palaya,1009.0,2.0,65.0,2
8840,Sultan Palaya,5000.0,5.0,325.0,4
8841,Sultan Palaya,1070.0,2.0,49.0,2
8842,Talaghattapura,1868.0,3.0,131.0,3
8843,Talaghattapura,2038.5,3.0,120.0,3
8844,Talaghattapura,2106.0,3.0,126.0,3
8845,Talaghattapura,1868.0,3.0,121.0,3
8847,Talaghattapura,1868.0,3.0,135.0,3
8848,Talaghattapura,1856.0,3.0,135.0,3
8849,Talaghattapura,1868.0,3.0,120.0,3
8850,Talaghattapura,1804.0,3.0,115.0,3
8852,Talaghattapura,2254.0,3.0,153.0,3
8853,Talaghattapura,2106.0,3.0,148.0,3
8855,Talaghattapura,2273.0,3.0,159.0,3
8856,Talaghattapura,2099.0,3.0,147.0,3
8857,Talaghattapura,1100.0,2.0,50.0,2
8858,Talaghattapura,1100.0,2.0,49.49,2
8859,Talaghattapura,1575.0,3.0,80.0,3
8860,Talaghattapura,2273.0,3.0,145.0,3
8861,Talaghattapura,1175.0,2.0,62.0,2
8862,Talaghattapura,1804.0,3.0,127.0,3
8863,Talaghattapura,1062.0,2.0,42.48,2
8864,Talaghattapura,2038.5,3.0,122.0,3
8865,Talaghattapura,1800.0,3.0,84.0,3
8866,Talaghattapura,2265.0,3.0,159.0,3
8867,Talaghattapura,2099.0,3.0,134.0,3
8868,Tc Palaya,1475.0,3.0,98.0,3
8869,Tc Palaya,1200.0,2.0,60.0,2
8874,Tc Palaya,1240.0,2.0,60.0,2
8875,Tc Palaya,1500.0,2.0,100.0,3
8876,Tc Palaya,1200.0,2.0,65.0,2
8877,Tc Palaya,1200.0,2.0,70.0,2
8878,Tc Palaya,900.0,2.0,55.0,2
8881,Tc Palaya,4800.0,3.0,302.0,4
8882,Tc Palaya,1000.0,2.0,64.0,2
8885,Tc Palaya,1200.0,2.0,66.0,2
8894,Tc Palaya,1500.0,2.0,75.0,2
8896,Tc Palaya,1000.0,2.0,70.0,2
8897,Tc Palaya,1100.0,2.0,65.0,2
8901,Tc Palaya,1800.0,2.0,80.0,2
8904,Tc Palaya,1350.0,1.0,55.0,1
8907,Tc Palaya,1082.0,2.0,64.0,2
8911,Tc Palaya,1152.0,2.0,55.0,2
8915,Thanisandra,510.0,1.0,25.25,1
8916,Thanisandra,1296.0,2.0,80.0,2
8918,Thanisandra,2144.0,3.0,145.0,3
8920,Thanisandra,445.0,1.0,28.0,1
8921,Thanisandra,1296.0,2.0,83.0,2
8923,Thanisandra,2144.0,3.0,135.0,3
8925,Thanisandra,1093.0,2.0,70.0,2
8926,Thanisandra,1265.0,2.0,79.0,3
8927,Thanisandra,1651.0,3.0,97.38,3
8928,Thanisandra,1265.0,2.0,85.0,2
8930,Thanisandra,1564.0,3.0,101.0,3
8932,Thanisandra,1847.0,3.0,123.0,3
8934,Thanisandra,1697.0,3.0,114.0,3
8936,Thanisandra,3500.0,5.0,160.0,6
8937,Thanisandra,1573.0,3.0,95.0,3
8938,Thanisandra,1917.0,3.0,122.0,3
8939,Thanisandra,693.0,1.0,34.3,1
8940,Thanisandra,1098.0,2.0,68.0,2
8941,Thanisandra,760.0,1.0,50.3,1
8944,Thanisandra,2002.0,3.0,112.0,3
8949,Thanisandra,1697.0,3.0,115.0,3
8950,Thanisandra,1380.0,1.0,62.1,1
8951,Thanisandra,923.0,1.0,60.84,1
8953,Thanisandra,923.0,1.0,45.69,1
8955,Thanisandra,1296.0,2.0,72.0,2
8957,Thanisandra,1698.0,3.0,102.0,3
8958,Thanisandra,1411.0,3.0,93.04,3
8959,Thanisandra,1996.0,3.0,135.0,3
8960,Thanisandra,1801.0,3.0,115.0,3
8961,Thanisandra,1265.0,2.0,82.0,2
8963,Thanisandra,1917.0,4.0,113.0,3
8964,Thanisandra,662.0,1.0,42.0,1
8966,Thanisandra,1948.0,3.0,130.0,3
8968,Thanisandra,1098.0,2.0,74.0,2
8970,Thanisandra,1564.0,3.0,104.0,3
8976,Thanisandra,2127.0,3.0,135.0,3
8978,Thanisandra,1276.0,2.0,75.0,2
8980,Thanisandra,2259.0,5.0,135.0,4
8981,Thanisandra,1265.0,2.0,78.0,2
8983,Thanisandra,934.0,2.0,55.0,2
8984,Thanisandra,1056.0,2.0,68.0,2
8985,Thanisandra,1595.0,3.0,110.0,3
8986,Thanisandra,1411.0,3.0,93.15,3
8987,Thanisandra,1093.0,2.0,68.1,2
8989,Thanisandra,1093.0,2.0,72.0,2
8991,Thanisandra,1698.0,3.0,107.0,3
8992,Thanisandra,1564.0,3.0,105.0,3
8993,Thanisandra,1265.0,2.0,83.0,2
8994,Thanisandra,784.0,1.0,35.285,1
8995,Thanisandra,965.0,2.0,56.0,2
8996,Thanisandra,1546.0,3.0,95.0,3
8997,Thanisandra,777.0,1.0,38.535,1
8998,Thanisandra,1697.0,3.0,110.0,3
8999,Thanisandra,1492.0,3.0,88.0,3
9000,Thanisandra,2072.0,3.0,122.0,3
9001,Thanisandra,1880.0,3.0,120.0,3
9002,Thanisandra,760.0,1.0,50.0,1
9004,Thanisandra,933.0,2.0,58.0,1
9005,Thanisandra,1917.0,3.0,110.0,3
9006,Thanisandra,1996.0,4.0,123.0,3
9007,Thanisandra,1183.0,2.0,77.25,2
9008,Thanisandra,1491.0,3.0,88.0,3
9010,Thanisandra,662.0,1.0,29.0,1
9012,Thanisandra,1564.0,3.0,100.0,3
9013,Thanisandra,662.0,1.0,45.0,1
9014,Thanisandra,1573.0,3.0,98.0,3
9015,Thanisandra,1262.0,2.0,83.0,3
9016,Thanisandra,1056.0,2.0,65.0,2
9018,Thanisandra,1702.0,3.0,115.0,3
9019,Thanisandra,1343.0,2.0,75.0,2
9020,Thanisandra,1935.0,4.0,122.0,3
9021,Thanisandra,933.0,2.0,55.0,2
9022,Thanisandra,1183.0,2.0,77.3,2
9023,Thanisandra,662.0,1.0,38.0,1
9024,Thanisandra,1265.0,2.0,72.0,2
9025,Thanisandra,1595.0,3.0,105.0,3
9027,Thanisandra,580.0,1.0,27.5,1
9028,Thanisandra,2087.0,4.0,139.0,3
9030,Thanisandra,1098.0,2.0,71.0,2
9031,Thanisandra,1411.0,3.0,93.25,3
9034,Thanisandra,1732.0,3.0,112.0,3
9035,Thanisandra,933.0,1.0,61.0,1
9036,Thanisandra,1702.0,3.0,107.0,3
9037,Thanisandra,747.0,1.0,34.355,1
9038,Thanisandra,2030.0,4.0,125.0,3
9040,Thanisandra,1948.0,4.0,129.0,4
9041,Thanisandra,1573.0,3.0,90.0,3
9042,Thanisandra,1056.0,2.0,70.0,2
9043,Thanisandra,1595.0,3.0,96.0,3
9046,Thanisandra,1245.0,2.0,83.05,2
9047,Thanisandra,1261.0,2.0,80.0,3
9048,Thanisandra,1884.0,4.0,117.0,3
9049,Thanisandra,965.0,2.0,54.0,2
9050,Thanisandra,1930.0,4.0,122.0,3
9051,Thanisandra,777.0,1.0,38.46,1
9053,Thanisandra,1930.0,4.0,120.0,3
9054,Thanisandra,760.0,1.0,50.4,1
9055,Thanisandra,663.0,1.0,32.82,1
9057,Thanisandra,1806.0,6.0,116.0,3
9058,Thanisandra,3671.0,4.0,220.0,4
9060,Thanisandra,1305.0,2.0,90.0,2
9061,Thanisandra,1965.0,4.0,125.0,3
9062,Thanisandra,1573.0,3.0,100.0,3
9065,Thanisandra,1917.0,4.0,130.0,4
9067,Thigalarapalya,3122.0,6.0,230.0,4
9069,Thigalarapalya,1297.0,2.0,103.0,2
9070,Thigalarapalya,1418.0,2.0,95.0,2
9071,Thigalarapalya,3122.0,6.0,235.0,4
9072,Thigalarapalya,3122.0,6.0,245.0,4
9074,Thigalarapalya,1418.0,2.0,103.0,2
9075,Thigalarapalya,1418.0,2.0,101.0,2
9076,Thigalarapalya,1418.0,2.0,104.0,2
9078,Thigalarapalya,3122.0,5.0,225.0,4
9079,Thigalarapalya,2912.0,6.0,210.0,4
9081,Thigalarapalya,2072.0,4.0,159.0,3
9083,Thigalarapalya,1418.0,2.0,106.0,2
9086,Thigalarapalya,3122.0,6.0,237.0,4
9087,Thigalarapalya,1418.0,2.0,105.0,2
9092,Thigalarapalya,2072.0,4.0,155.0,3
9093,Thigalarapalya,1830.0,4.0,135.0,3
9095,Thigalarapalya,2072.0,4.0,160.0,3
9102,Thigalarapalya,2072.0,4.0,153.0,3
9104,Thigalarapalya,2072.0,4.0,157.0,3
9106,Thigalarapalya,3362.0,5.0,249.0,4
9110,Thigalarapalya,4190.0,4.0,325.0,4
9114,Thigalarapalya,1400.0,2.0,105.0,2
9116,Thigalarapalya,1297.0,2.0,98.0,2
9118,Thubarahalli,3800.0,4.0,239.0,4
9119,Thubarahalli,1200.0,2.0,78.0,2
9120,Thubarahalli,1128.0,2.0,75.0,2
9121,Thubarahalli,1185.0,2.0,65.0,2
9122,Thubarahalli,975.0,2.0,55.0,2
9123,Thubarahalli,1330.0,2.0,75.0,2
9124,Thubarahalli,1085.0,2.0,70.0,2
9125,Thubarahalli,1216.0,2.0,80.0,2
9126,Thubarahalli,1200.0,2.0,79.0,2
9127,Thubarahalli,1200.0,2.0,80.0,2
9128,Thubarahalli,1200.0,2.0,79.55,2
9130,Thubarahalli,2625.0,3.0,175.0,3
9131,Thubarahalli,975.0,2.0,50.0,2
9133,Thubarahalli,1584.0,3.0,101.0,3
9134,Thyagaraja Nagar,800.0,1.0,100.0,1
9135,Thyagaraja Nagar,2000.0,4.0,145.0,5
9136,Thyagaraja Nagar,1270.0,2.0,95.25,3
9137,Thyagaraja Nagar,1040.0,2.0,68.0,2
9138,Tindlu,1500.0,2.0,87.0,3
9139,Tindlu,7500.0,7.0,400.0,7
9140,Tindlu,1357.0,2.0,65.0,3
9141,Tindlu,1500.0,3.0,87.0,3
9142,Tindlu,1370.07,3.0,65.0,3
9143,Tindlu,1165.0,2.0,59.8,2
9144,Tindlu,1050.0,2.0,55.0,2
9145,Tindlu,1100.0,2.0,55.0,2
9146,Tumkur Road,1500.0,3.0,95.0,3
9147,Tumkur Road,1779.0,3.0,112.0,3
9148,Tumkur Road,1586.0,3.0,100.0,3
9149,Tumkur Road,1098.0,2.0,72.0,2
9150,Tumkur Road,1354.0,3.0,90.0,3
9151,Tumkur Road,1240.0,2.0,84.0,3
9152,Tumkur Road,1239.0,2.0,82.0,2
9153,Tumkur Road,1246.0,2.0,82.0,2
9154,Tumkur Road,1500.0,3.0,100.0,3
9156,Tumkur Road,1416.0,3.0,94.0,3
9157,Tumkur Road,1027.0,2.0,60.0,2
9158,Tumkur Road,1027.0,2.0,68.62,2
9159,Tumkur Road,1459.0,2.0,95.0,3
9160,Tumkur Road,992.0,2.0,60.0,2
9161,Tumkur Road,1066.0,2.0,52.5,2
9162,Tumkur Road,1240.0,2.0,79.0,3
9163,Tumkur Road,1441.0,2.0,95.0,3
9164,Tumkur Road,1240.0,2.0,83.0,3
9165,Tumkur Road,1027.0,2.0,67.0,2
9167,Tumkur Road,1354.0,3.0,85.86,3
9168,Ulsoor,2135.0,3.0,215.0,3
9169,Ulsoor,1275.0,2.0,120.0,2
9170,Ulsoor,1020.0,3.0,110.0,3
9171,Ulsoor,1200.0,2.0,60.0,2
9172,Ulsoor,1180.0,2.0,100.0,2
9175,Ulsoor,2000.0,3.0,185.0,3
9176,Ulsoor,1255.0,2.0,120.0,2
9177,Ulsoor,1685.0,4.0,185.0,3
9180,Ulsoor,1160.0,2.0,130.0,2
9181,Uttarahalli,1440.0,2.0,62.0,3
9182,Uttarahalli,1143.0,2.0,45.0,2
9183,Uttarahalli,1020.0,2.0,45.0,2
9184,Uttarahalli,1286.0,2.0,63.0,2
9185,Uttarahalli,1101.0,2.0,45.0,2
9186,Uttarahalli,1345.0,2.0,67.0,2
9189,Uttarahalli,1175.0,2.0,47.0,2
9190,Uttarahalli,1390.0,2.0,62.55,3
9191,Uttarahalli,1330.0,2.0,56.0,3
9192,Uttarahalli,1008.0,2.0,45.0,2
9193,Uttarahalli,1390.0,2.0,60.47,3
9194,Uttarahalli,1617.0,3.0,66.68,3
9195,Uttarahalli,1150.0,2.0,49.0,2
9197,Uttarahalli,1200.0,2.0,44.0,2
9200,Uttarahalli,882.0,2.0,30.0,2
9201,Uttarahalli,993.0,2.0,39.71,2
9202,Uttarahalli,1045.0,2.0,45.0,2
9203,Uttarahalli,850.0,2.0,37.93,2
9205,Uttarahalli,3600.0,6.0,120.0,6
9206,Uttarahalli,1788.0,3.0,98.34,3
9207,Uttarahalli,1345.0,2.0,57.0,3
9208,Uttarahalli,1089.0,2.0,43.55,2
9210,Uttarahalli,1279.0,2.0,48.0,2
9212,Uttarahalli,1425.0,2.0,64.0,3
9213,Uttarahalli,1155.0,2.0,40.42,2
9214,Uttarahalli,1050.0,2.0,42.0,2
9215,Uttarahalli,1300.0,2.0,55.0,3
9216,Uttarahalli,1250.0,2.0,55.0,3
9217,Uttarahalli,1700.0,3.0,88.0,3
9218,Uttarahalli,1200.0,3.0,50.0,3
9219,Uttarahalli,1085.0,2.0,43.0,2
9222,Uttarahalli,1689.28,3.0,91.2,3
9224,Uttarahalli,1137.0,2.0,63.0,2
9225,Uttarahalli,1215.0,2.0,52.85,3
9227,Uttarahalli,1325.0,2.0,53.0,2
9228,Uttarahalli,1300.0,2.0,60.0,3
9229,Uttarahalli,850.0,2.0,35.0,2
9230,Uttarahalli,1627.86,3.0,88.0,3
9232,Uttarahalli,1360.0,2.0,61.2,3
9233,Uttarahalli,661.0,1.0,36.0,1
9234,Uttarahalli,1134.0,2.0,45.36,2
9236,Uttarahalli,1320.0,2.0,55.44,3
9237,Uttarahalli,1390.0,2.0,61.16,3
9238,Uttarahalli,1090.0,2.0,45.0,2
9240,Uttarahalli,1123.0,2.0,48.0,2
9241,Uttarahalli,1329.0,2.0,56.0,3
9242,Uttarahalli,938.0,2.0,35.0,2
9245,Uttarahalli,1100.0,1.0,45.0,2
9246,Uttarahalli,1125.0,2.0,47.0,2
9248,Uttarahalli,1685.0,3.0,85.0,3
9251,Uttarahalli,1180.0,2.0,41.3,2
9252,Uttarahalli,1380.0,2.0,42.0,2
9253,Uttarahalli,1737.0,2.0,95.0,3
9255,Uttarahalli,1160.0,2.0,45.0,2
9256,Uttarahalli,1280.0,2.0,60.0,3
9258,Uttarahalli,1190.0,2.0,53.55,2
9259,Uttarahalli,1330.0,2.0,57.0,3
9260,Uttarahalli,1560.0,3.0,74.0,3
9262,Uttarahalli,1125.0,2.0,48.0,2
9265,Uttarahalli,1160.0,2.0,40.6,2
9268,Uttarahalli,1065.0,2.0,42.59,2
9269,Uttarahalli,1075.0,2.0,46.76,2
9270,Uttarahalli,1155.0,2.0,40.6,2
9278,Uttarahalli,1002.0,2.0,40.08,2
9280,Uttarahalli,1075.0,2.0,40.0,2
9282,Uttarahalli,1155.0,2.0,40.43,2
9284,Uttarahalli,1025.0,2.0,35.88,2
9285,Uttarahalli,1125.0,2.0,47.65,2
9286,Uttarahalli,1300.0,2.0,55.0,2
9288,Uttarahalli,980.0,2.0,45.0,2
9297,Uttarahalli,1525.0,2.0,62.82,3
9298,Uttarahalli,1265.0,2.0,65.0,3
9301,Uttarahalli,1213.0,2.0,48.0,2
9303,Uttarahalli,900.0,2.0,35.0,2
9304,Uttarahalli,1065.0,2.0,42.6,2
9308,Uttarahalli,1270.0,2.0,55.25,3
9310,Uttarahalli,1107.0,2.0,45.0,2
9311,Uttarahalli,1200.0,2.0,55.0,2
9313,Uttarahalli,1460.0,3.0,76.0,3
9314,Uttarahalli,1500.0,3.0,68.0,3
9315,Uttarahalli,1120.0,2.0,50.0,2
9316,Uttarahalli,1150.0,2.0,46.0,2
9317,Uttarahalli,1330.0,2.0,58.0,3
9325,Uttarahalli,1000.0,2.0,52.0,2
9326,Uttarahalli,1037.0,2.0,36.0,2
9328,Uttarahalli,1000.0,2.0,39.5,2
9329,Uttarahalli,1125.0,1.0,45.0,2
9331,Uttarahalli,1160.0,2.0,40.58,2
9332,Uttarahalli,1123.0,2.0,60.0,2
9334,Uttarahalli,1000.0,2.0,35.0,2
9337,Uttarahalli,1165.0,1.0,42.09,2
9338,Uttarahalli,1260.0,2.0,55.0,2
9339,Uttarahalli,1284.0,2.0,53.36,2
9340,Uttarahalli,1150.0,2.0,45.99,2
9342,Uttarahalli,1290.0,2.0,56.12,3
9343,Uttarahalli,1328.0,2.0,56.0,3
9344,Uttarahalli,1040.0,2.0,36.4,2
9349,Varthur,1160.0,2.0,44.0,2
9350,Varthur,1385.0,2.0,80.0,2
9352,Varthur,1024.0,2.0,42.0,2
9353,Varthur,1125.0,2.0,40.0,2
9354,Varthur,1112.0,2.0,40.0,2
9355,Varthur,1055.0,2.0,45.35,2
9356,Varthur,1280.0,2.0,65.0,2
9357,Varthur,977.0,2.0,36.0,2
9358,Varthur,1250.0,3.0,71.0,3
9359,Varthur,1200.0,3.0,67.75,3
9360,Varthur,1111.0,2.0,41.88,2
9361,Varthur,1140.0,2.0,55.5,2
9362,Varthur,1012.0,2.0,59.0,2
9363,Varthur,1140.0,2.0,39.9,2
9364,Varthur,1090.0,2.0,48.0,2
9365,Varthur,1450.0,3.0,71.0,3
9366,Varthur,1210.0,2.0,60.0,2
9367,Varthur,1070.0,2.0,46.0,2
9368,Varthur,1360.0,2.0,85.0,3
9369,Varthur,965.0,2.0,34.0,2
9370,Varthur,1120.0,2.0,44.24,2
9371,Varthur,1395.0,2.0,79.0,3
9372,Varthur,1085.0,2.0,45.0,2
9373,Varthur,1250.0,2.0,47.0,2
9374,Varthur,1200.0,3.0,68.38,3
9376,Varthur,1155.0,2.0,60.0,2
9377,Varthur,1035.0,2.0,60.0,2
9378,Varthur,1155.0,2.0,39.0,2
9379,Varthur,1180.0,2.0,55.0,2
9381,Varthur,1738.0,2.0,57.35,2
9382,Varthur,1045.0,2.0,40.65,2
9385,Varthur,1210.0,2.0,64.15,2
9387,Varthur,1105.0,2.0,38.0,2
9388,Varthur,1560.0,3.0,90.0,3
9389,Varthur,1760.0,2.0,85.0,2
9390,Varthur,1210.0,2.0,54.0,2
9393,Varthur,1000.0,1.0,65.0,2
9395,Varthur Road,900.0,2.0,27.0,2
9396,Varthur Road,1277.0,2.0,59.0,2
9397,Varthur Road,1247.0,2.0,58.0,3
9398,Varthur Road,1050.0,2.0,42.7,2
9399,Varthur Road,1255.0,2.0,52.76,2
9401,Varthur Road,1033.0,2.0,32.0,2
9402,Varthur Road,1140.0,2.0,49.11,2
9403,Varthur Road,850.0,2.0,25.4,2
9404,Vasanthapura,1022.0,2.0,40.0,2
9405,Vasanthapura,1135.0,2.0,39.73,2
9406,Vasanthapura,995.0,2.0,34.82,2
9408,Vasanthapura,940.0,2.0,40.0,2
9409,Vasanthapura,1037.0,2.0,36.28,2
9410,Vasanthapura,978.0,2.0,34.22,2
9412,Vidyaranyapura,1440.0,2.0,95.0,2
9413,Vidyaranyapura,1062.0,2.0,38.0,2
9414,Vidyaranyapura,1200.0,2.0,55.0,2
9415,Vidyaranyapura,1200.0,4.0,90.0,4
9417,Vidyaranyapura,1060.0,2.0,55.0,2
9418,Vidyaranyapura,1100.0,2.0,54.0,2
9419,Vidyaranyapura,1440.0,2.0,70.0,3
9421,Vidyaranyapura,1000.0,2.0,35.0,2
9423,Vidyaranyapura,1120.0,2.0,70.0,2
9424,Vidyaranyapura,945.0,2.0,40.0,2
9426,Vidyaranyapura,1200.0,2.0,65.0,3
9427,Vidyaranyapura,1200.0,2.0,52.0,2
9428,Vidyaranyapura,1050.0,2.0,50.0,2
9429,Vidyaranyapura,1188.0,2.0,50.0,2
9430,Vidyaranyapura,1100.0,2.0,75.0,3
9431,Vidyaranyapura,1100.0,2.0,72.0,3
9432,Vidyaranyapura,2400.0,5.0,135.0,4
9433,Vidyaranyapura,1100.0,2.0,41.0,2
9434,Vidyaranyapura,1200.0,2.0,60.5,2
9435,Vidyaranyapura,1200.0,2.0,42.0,2
9436,Vijayanagar,1704.0,3.0,110.0,3
9437,Vijayanagar,1933.0,3.0,129.0,3
9439,Vijayanagar,1450.0,3.0,100.0,3
9440,Vijayanagar,1580.0,2.0,134.0,3
9441,Vijayanagar,1826.0,3.0,121.0,3
9442,Vijayanagar,1739.0,3.0,116.0,3
9443,Vijayanagar,1490.0,3.0,100.0,3
9444,Vijayanagar,1180.0,2.0,65.0,2
9445,Vijayanagar,606.0,1.0,34.78,1
9446,Vijayanagar,1352.0,2.0,68.0,2
9447,Vijayanagar,1527.0,3.0,115.0,3
9448,Vijayanagar,989.0,2.0,60.0,2
9449,Vijayanagar,1520.0,2.0,103.0,3
9450,Vijayanagar,1749.0,3.0,117.0,3
9451,Vijayanagar,1046.0,2.0,75.0,2
9452,Vijayanagar,606.0,1.0,40.0,1
9453,Vijayanagar,1200.0,2.0,62.0,2
9456,Vijayanagar,1760.0,3.0,140.0,3
9457,Vijayanagar,2047.0,3.0,136.0,3
9458,Vijayanagar,1200.0,2.0,75.0,3
9459,Vijayanagar,1178.0,2.0,82.0,2
9460,Vijayanagar,864.0,2.0,45.0,2
9461,Vijayanagar,2100.0,6.0,252.0,4
9462,Vijayanagar,920.0,2.0,60.0,2
9463,Vijayanagar,1019.0,2.0,58.0,2
9464,Vijayanagar,2400.0,6.0,125.0,5
9465,Vijayanagar,1180.0,2.0,86.0,2
9466,Vijayanagar,1046.0,2.0,49.06,2
9467,Vijayanagar,2400.0,2.0,230.0,1
9468,Vijayanagar,492.0,1.0,40.0,1
9470,Vishveshwarya Layout,750.0,1.0,30.0,1
9471,Vishveshwarya Layout,2000.0,4.0,75.0,4
9472,Vishveshwarya Layout,2100.0,6.0,92.0,6
9473,Vishveshwarya Layout,2000.0,3.0,90.0,4
9474,Vishwapriya Layout,820.0,2.0,30.0,2
9475,Vishwapriya Layout,770.0,2.0,30.0,2
9476,Vishwapriya Layout,910.0,2.0,36.0,2
9477,Vishwapriya Layout,890.0,2.0,37.0,2
9478,Vittasandra,1404.0,2.0,71.0,2
9479,Vittasandra,1246.0,2.0,67.0,2
9480,Vittasandra,1404.0,2.0,69.3,2
9481,Vittasandra,1246.0,2.0,67.3,2
9482,Vittasandra,1246.0,2.0,64.5,2
9484,Vittasandra,1246.0,2.0,68.0,2
9486,Vittasandra,1238.0,2.0,67.0,2
9487,Vittasandra,1404.0,2.0,75.0,2
9488,Vittasandra,1246.0,2.0,65.0,2
9490,Vittasandra,1246.0,2.0,67.4,2
9491,Vittasandra,1259.0,2.0,67.4,2
9492,Vittasandra,1404.0,2.0,68.8,2
9493,Vittasandra,1246.0,2.0,62.3,2
9494,Vittasandra,1246.0,2.0,63.0,2
9496,Vittasandra,1246.0,2.0,65.4,2
9498,Vittasandra,1238.0,2.0,67.32,2
9502,Vittasandra,1404.0,2.0,70.0,2
9503,Vittasandra,1259.0,2.0,67.48,2
9509,Vittasandra,1404.0,2.0,72.0,2
9510,Vittasandra,1246.0,2.0,67.5,2
9518,Whitefield,1610.0,3.0,81.0,3
9519,Whitefield,1459.0,2.0,94.82,2
9524,Whitefield,1280.0,2.0,75.0,2
9526,Whitefield,1910.0,3.0,161.0,3
9527,Whitefield,3252.0,4.0,230.0,4
9528,Whitefield,11890.0,4.0,700.0,4
9531,Whitefield,1150.0,2.0,70.0,2
9532,Whitefield,1768.0,3.0,101.0,3
9534,Whitefield,1600.0,3.0,86.0,3
9535,Whitefield,4144.0,4.0,315.0,4
9536,Whitefield,4104.0,4.0,360.0,4
9537,Whitefield,1790.0,3.0,100.0,3
9538,Whitefield,1720.0,3.0,100.0,3
